Count,Day,Time,Charging Status,Predicted Charging Time,State of Charge
1,3,891,1.0,0.0,97.0
1,3,896,1.0,0.0,97.0
1,3,903,1.0,179.0,97.0
1,3,905,1.0,179.0,97.0
1,3,913,1.0,0.0,97.0
1,3,914,1.0,0.0,97.0
1,3,915,1.0,0.0,97.0
1,3,916,1.0,179.0,97.0
1,3,928,1.0,0.0,97.0
1,3,931,1.0,101.5,97.0
1,4,721,1.0,180.0,96.0
1,4,852,1.0,180.0,96.0
1,4,857,1.0,180.0,96.0
1,4,861,1.0,180.0,96.0
1,4,862,1.0,180.0,96.0
1,4,865,1.0,180.0,96.0
1,4,868,1.0,180.0,96.0
1,4,868,1,180,96
